Symbol Probabilities:
Symbol:  -25 | Count: 368748 | Probability: 0.00502491574550320043
Symbol:  138 | Count:   6115 | Probability: 0.00008332888526514605
Symbol:  150 | Count:   4032 | Probability: 0.00005494391911513799
Symbol:  300 | Count:    595 | Probability: 0.00000810804361942140
Symbol: -329 | Count:    714 | Probability: 0.00000972965234330569
Symbol: -216 | Count:    643 | Probability: 0.00000876213789460162
Symbol:  171 | Count:   4003 | Probability: 0.00005454873715721662
Symbol:  146 | Count:   5369 | Probability: 0.00007316317007172021
Symbol:  152 | Count:   3209 | Probability: 0.00004372892768861057
Symbol: -441 | Count:    909 | Probability: 0.00001238691033622531
Symbol:  155 | Count:   5094 | Probability: 0.00006941575495350024
Symbol: -429 | Count:    721 | Probability: 0.00000982504109176947
Symbol:  143 | Count:   3601 | Probability: 0.00004907069760258232
Symbol:  137 | Count:   3208 | Probability: 0.00004371530072454432
Symbol:  144 | Count:   4747 | Probability: 0.00006468719842250994
Symbol: -439 | Count:    364 | Probability: 0.00000496021492011662
Symbol:  145 | Count:   2556 | Probability: 0.00003483052015334640
Symbol:  157 | Count:   3006 | Probability: 0.00004096265398316092
Symbol:  164 | Count:   3353 | Probability: 0.00004569121051415122
Symbol:  158 | Count:   3101 | Probability: 0.00004225721556945509
Symbol: -447 | Count:    296 | Probability: 0.00000403358136361132
Symbol:  153 | Count:   2307 | Probability: 0.00003143740610084905
Symbol:  162 | Count:   4135 | Probability: 0.00005634749641396220
Symbol:  168 | Count:   3260 | Probability: 0.00004442390285598955
Symbol: -213 | Count:   1602 | Probability: 0.00002183039643413965
Symbol:  160 | Count:   4292 | Probability: 0.00005848692977236416
Symbol: -205 | Count:   1515 | Probability: 0.00002064485056037551
Symbol:  173 | Count:   2295 | Probability: 0.00003127388253205399
Symbol: -323 | Count:    390 | Probability: 0.00000531451598583924
Symbol:  156 | Count:   2754 | Probability: 0.00003752865903846479
Symbol:  165 | Count:   2769 | Probability: 0.00003773306349945861
Symbol: -379 | Count:    418 | Probability: 0.00000569607097969437
Symbol: -223 | Count:    595 | Probability: 0.00000810804361942140
Symbol:  178 | Count:   3178 | Probability: 0.00004330649180255668
Symbol: -325 | Count:    637 | Probability: 0.00000868037611020409
Symbol: -196 | Count:    671 | Probability: 0.00000914369288845674
Symbol:  167 | Count:   3878 | Probability: 0.00005284536664893480
Symbol:  148 | Count:   4320 | Probability: 0.00005886848476621928
Symbol:  292 | Count:    761 | Probability: 0.00001037011965441965
Symbol: -321 | Count:    574 | Probability: 0.00000782187737403006
Symbol: -208 | Count:    502 | Probability: 0.00000684073596125974
Symbol:  163 | Count:   3674 | Probability: 0.00005006546597941890
Symbol:  154 | Count:   4545 | Probability: 0.00006193455168112653
Symbol:  149 | Count:   3454 | Probability: 0.00004706753388484291
Symbol:  161 | Count:   2002 | Probability: 0.00002728118206064143
Symbol: -327 | Count:    257 | Probability: 0.00000350212976502740
Symbol: -195 | Count:   1188 | Probability: 0.00001618883331071030
Symbol:  166 | Count:   3117 | Probability: 0.00004247524699451516
Symbol:  174 | Count:   2647 | Probability: 0.00003607057388337557
Symbol: -210 | Count:    839 | Probability: 0.00001143302285158749
Symbol:  181 | Count:   1964 | Probability: 0.00002676335742612376
Symbol:  179 | Count:   2849 | Probability: 0.00003882322062475897
Symbol: -337 | Count:    578 | Probability: 0.00000787638523029508
Symbol:  175 | Count:   2684 | Probability: 0.00003657477155382698
Symbol: -333 | Count:    570 | Probability: 0.00000776736951776504
Symbol:  172 | Count:   2236 | Probability: 0.00003046989165214498
Symbol:  170 | Count:   3618 | Probability: 0.00004930235599170865
Symbol: -215 | Count:    699 | Probability: 0.00000952524788231187
Symbol:  159 | Count:    533 | Probability: 0.00000726317184731363
Symbol:  169 | Count:   1766 | Probability: 0.00002406521854100538
Symbol: -335 | Count:    289 | Probability: 0.00000393819261514754
Symbol:  180 | Count:   2582 | Probability: 0.00003518482121906903
Symbol: -212 | Count:    518 | Probability: 0.00000705876738631981
Symbol:  183 | Count:   3464 | Probability: 0.00004720380352550546
Symbol:  298 | Count:    865 | Probability: 0.00001178732391731011
Symbol: -343 | Count:    308 | Probability: 0.00000419710493240637
Symbol: -222 | Count:    874 | Probability: 0.00001190996659390640
Symbol:  177 | Count:   1525 | Probability: 0.00002078112020103806
Symbol:  176 | Count:   2239 | Probability: 0.00003051077254434374
Symbol:  187 | Count:   3133 | Probability: 0.00004269327841957523
Symbol: -345 | Count:    700 | Probability: 0.00000953887484637812
Symbol:  306 | Count:    834 | Probability: 0.00001136488803125622
Symbol: -351 | Count:    278 | Probability: 0.00000378829601041874
Symbol:  185 | Count:   1350 | Probability: 0.00001839640148944353
Symbol:  192 | Count:   2397 | Probability: 0.00003266383286681195
Symbol:  193 | Count:   1245 | Probability: 0.00001696557026248681
Symbol:  186 | Count:   2750 | Probability: 0.00003747415118219978
Symbol:  189 | Count:   1898 | Probability: 0.00002586397779775097
Symbol: -339 | Count:    374 | Probability: 0.00000509648456077917
Symbol: -219 | Count:    835 | Probability: 0.00001137851499532248
Symbol:  190 | Count:   1985 | Probability: 0.00002704952367151511
Symbol:  198 | Count:   2046 | Probability: 0.00002788076847955663
Symbol:  184 | Count:   1939 | Probability: 0.00002642268332446740
Symbol:  199 | Count:   2352 | Probability: 0.00003205061948383050
Symbol:  196 | Count:   2273 | Probability: 0.00003097408932259640
Symbol:  194 | Count:   2534 | Probability: 0.00003453072694388881
Symbol:  197 | Count:   1606 | Probability: 0.00002188490429040467
Symbol:  191 | Count:    429 | Probability: 0.00000584596758442316
Symbol: -349 | Count:    588 | Probability: 0.00000801265487095762
Symbol:  210 | Count:   2011 | Probability: 0.00002740382473723772
Symbol: -489 | Count:   1418 | Probability: 0.00001932303504594883
Symbol:  203 | Count:   2555 | Probability: 0.00003481689318928015
Symbol: -481 | Count:    746 | Probability: 0.00001016571519342583
Symbol:  195 | Count:   2237 | Probability: 0.00003048351861621123
Symbol: -497 | Count:   1192 | Probability: 0.00001624334116697532
Symbol:  211 | Count:   1720 | Probability: 0.00002343837819395768
Symbol:  213 | Count:   1233 | Probability: 0.00001680204669369175
Symbol:  218 | Count:   1738 | Probability: 0.00002368366354715026
Symbol:  206 | Count:   1739 | Probability: 0.00002369729051121651
Symbol:  208 | Count:   1958 | Probability: 0.00002668159564172624
Symbol: -493 | Count:   1140 | Probability: 0.00001553473903553009
Symbol:  207 | Count:   1233 | Probability: 0.00001680204669369175
Symbol:  219 | Count:   1809 | Probability: 0.00002465117799585432
Symbol: -483 | Count:    674 | Probability: 0.00000918457378065551
Symbol:  205 | Count:   1494 | Probability: 0.00002035868431498417
Symbol:  209 | Count:    953 | Probability: 0.00001298649675514050
Symbol: -217 | Count:   1531 | Probability: 0.00002086288198543558
Symbol:  188 | Count:   1720 | Probability: 0.00002343837819395768
Symbol:  200 | Count:   2165 | Probability: 0.00002950237720344091
Symbol:  202 | Count:   2313 | Probability: 0.00003151916788524657
Symbol: -211 | Count:    996 | Probability: 0.00001357245620998944
Symbol:  182 | Count:   2356 | Probability: 0.00003210512734009551
Symbol: -156 | Count:   2901 | Probability: 0.00003953182275620419
Symbol: -285 | Count:    771 | Probability: 0.00001050638929508219
Symbol:  127 | Count:     65 | Probability: 0.00000088575266430654
Symbol:  212 | Count:   1622 | Probability: 0.00002210293571546474
Symbol:  201 | Count:   1119 | Probability: 0.00001524857279013874
Symbol:  204 | Count:   1491 | Probability: 0.00002031780342278540
Symbol: -501 | Count:   1569 | Probability: 0.00002138070661995325
Symbol:  215 | Count:   2150 | Probability: 0.00002929797274244710
Symbol:  216 | Count:   1237 | Probability: 0.00001685655454995677
Symbol:  214 | Count:   1544 | Probability: 0.00002104003251829689
Symbol:  217 | Count:    867 | Probability: 0.00001181457784544262
Symbol:  226 | Count:   1494 | Probability: 0.00002035868431498417
Symbol:  224 | Count:   1292 | Probability: 0.00001760603757360077
Symbol:  220 | Count:   1031 | Probability: 0.00001404939995230835
Symbol:  228 | Count:   1269 | Probability: 0.00001729261740007691
Symbol: -443 | Count:    619 | Probability: 0.00000843509075701151
Symbol:  229 | Count:    975 | Probability: 0.00001328628996459810
Symbol:  235 | Count:   1401 | Probability: 0.00001909137665682250
Symbol: -387 | Count:    446 | Probability: 0.00000607762597354949
Symbol:  237 | Count:    813 | Probability: 0.00001107872178586488
Symbol: -499 | Count:    881 | Probability: 0.00001200535534237018
Symbol:  221 | Count:   1095 | Probability: 0.00001492152565254864
Symbol:  233 | Count:    590 | Probability: 0.00000803990879909013
Symbol:  280 | Count:    630 | Probability: 0.00000858498736174031
Symbol: -389 | Count:    780 | Probability: 0.00001062903197167848
Symbol:  231 | Count:   1425 | Probability: 0.00001941842379441261
Symbol:  234 | Count:   1360 | Probability: 0.00001853267113010607
Symbol:  232 | Count:   1226 | Probability: 0.00001670665794522797
Symbol:  230 | Count:   1192 | Probability: 0.00001624334116697532
Symbol:  225 | Count:    686 | Probability: 0.00000934809734945056
Symbol:  222 | Count:   1183 | Probability: 0.00001612069849037903
Symbol:  227 | Count:   1302 | Probability: 0.00001774230721426331
Symbol: -385 | Count:    552 | Probability: 0.00000752208416457246
Symbol: -509 | Count:   1168 | Probability: 0.00001591629402938521
Symbol:  223 | Count:    320 | Probability: 0.00000436062850120143
Symbol:  236 | Count:    866 | Probability: 0.00001180095088137636
Symbol: -397 | Count:    568 | Probability: 0.00000774011558963253
Symbol:  239 | Count:    951 | Probability: 0.00001295924282700799
Symbol: -123 | Count:   6109 | Probability: 0.00008324712348074852
Symbol: -124 | Count:   5383 | Probability: 0.00007335394756864777
Symbol: -128 | Count:   1819 | Probability: 0.00002478744763651687
Symbol: -127 | Count:   4178 | Probability: 0.00005693345586881114
Symbol: -262 | Count:    606 | Probability: 0.00000825794022415020
Symbol: -264 | Count:    243 | Probability: 0.00000331135226809983
Symbol: -258 | Count:    459 | Probability: 0.00000625477650641080
Symbol: -266 | Count:    419 | Probability: 0.00000570969794376062
Symbol: -268 | Count:    402 | Probability: 0.00000547803955463429
Symbol: -270 | Count:    596 | Probability: 0.00000812167058348766
Symbol: -276 | Count:    266 | Probability: 0.00000362477244162369
Symbol: -274 | Count:    401 | Probability: 0.00000546441259056804
Symbol: -288 | Count:    121 | Probability: 0.00000164886265201679
Symbol: -294 | Count:    517 | Probability: 0.00000704514042225356
Symbol: -290 | Count:    413 | Probability: 0.00000562793615936309
Symbol: -296 | Count:    195 | Probability: 0.00000265725799291962
Symbol: -298 | Count:    374 | Probability: 0.00000509648456077917
Symbol: -292 | Count:    254 | Probability: 0.00000346124887282863
Symbol: -302 | Count:    470 | Probability: 0.00000640467311113960
Symbol: -300 | Count:    317 | Probability: 0.00000431974760900266
Symbol: -326 | Count:    381 | Probability: 0.00000519187330924295
Symbol: -322 | Count:    282 | Probability: 0.00000384280386668376
Symbol:  295 | Count:    779 | Probability: 0.00001061540500761223
Symbol: -324 | Count:    148 | Probability: 0.00000201679068180566
Symbol: -318 | Count:    392 | Probability: 0.00000534176991397175
Symbol: -314 | Count:    281 | Probability: 0.00000382917690261750
Symbol: -308 | Count:    191 | Probability: 0.00000260275013665460
Symbol: -330 | Count:    297 | Probability: 0.00000404720832767758
Symbol: -332 | Count:    253 | Probability: 0.00000344762190876238
Symbol:  289 | Count:    393 | Probability: 0.00000535539687803800
Symbol: -334 | Count:    368 | Probability: 0.00000501472277638164
Symbol: -328 | Count:    151 | Probability: 0.00000205767157400442
Symbol:  317 | Count:    456 | Probability: 0.00000621389561421203
Symbol: -346 | Count:    321 | Probability: 0.00000437425546526768
Symbol:  297 | Count:    380 | Probability: 0.00000517824634517670
Symbol: -342 | Count:    390 | Probability: 0.00000531451598583924
Symbol:  309 | Count:    466 | Probability: 0.00000635016525487458
Symbol: -338 | Count:    323 | Probability: 0.00000440150939340019
Symbol: -340 | Count:    157 | Probability: 0.00000213943335840195
Symbol:  319 | Count:      6 | Probability: 0.00000008176178439753
Symbol: -348 | Count:    272 | Probability: 0.00000370653422602121
Symbol: -356 | Count:    163 | Probability: 0.00000222119514279948
Symbol: -360 | Count:    179 | Probability: 0.00000243922656785955
Symbol: -354 | Count:    322 | Probability: 0.00000438788242933394
Symbol: -368 | Count:    221 | Probability: 0.00000301155905864224
Symbol: -374 | Count:    396 | Probability: 0.00000539627777023677
Symbol: -366 | Count:    414 | Probability: 0.00000564156312342935
Symbol: -376 | Count:    223 | Probability: 0.00000303881298677475
Symbol: -388 | Count:    173 | Probability: 0.00000235746478346202
Symbol:  364 | Count:    491 | Probability: 0.00000669083935653094
Symbol: -393 | Count:    805 | Probability: 0.00001096970607333484
Symbol:  357 | Count:    398 | Probability: 0.00000542353169836928
Symbol: -386 | Count:    324 | Probability: 0.00000441513635746645
Symbol: -381 | Count:    623 | Probability: 0.00000848959861327653
Symbol:  282 | Count:    890 | Probability: 0.00001212799801896647
Symbol: -391 | Count:    299 | Probability: 0.00000407446225581008
Symbol:  365 | Count:    436 | Probability: 0.00000594135633288695
Symbol: -394 | Count:    288 | Probability: 0.00000392456565108129
Symbol:  372 | Count:    555 | Probability: 0.00000756296505677123
Symbol: -401 | Count:    581 | Probability: 0.00000791726612249384
Symbol: -398 | Count:    366 | Probability: 0.00000498746884824913
Symbol:  245 | Count:    783 | Probability: 0.00001066991286387724
Symbol: -395 | Count:    394 | Probability: 0.00000536902384210426
Symbol:  247 | Count:   1356 | Probability: 0.00001847816327384105
Symbol: -405 | Count:    726 | Probability: 0.00000989317591210074
Symbol:  354 | Count:    687 | Probability: 0.00000936172431351682
Symbol: -399 | Count:    314 | Probability: 0.00000427886671680390
Symbol: -400 | Count:    119 | Probability: 0.00000162160872388428
Symbol:  361 | Count:    276 | Probability: 0.00000376104208228623
Symbol: -406 | Count:    386 | Probability: 0.00000526000812957422
Symbol:  251 | Count:   1165 | Probability: 0.00001587541313718645
Symbol: -409 | Count:    764 | Probability: 0.00001041100054661841
Symbol: -410 | Count:    323 | Probability: 0.00000440150939340019
Symbol: -412 | Count:    290 | Probability: 0.00000395181957921379
Symbol:  382 | Count:     70 | Probability: 0.00000095388748463781
Symbol: -411 | Count:    450 | Probability: 0.00000613213382981451
Symbol:  241 | Count:    523 | Probability: 0.00000712690220665108
Symbol: -407 | Count:    339 | Probability: 0.00000461954081846026
Symbol:  255 | Count:     14 | Probability: 0.00000019077749692756
Symbol: -413 | Count:    716 | Probability: 0.00000975690627143820
Symbol: -414 | Count:    425 | Probability: 0.00000579145972815815
Symbol:  263 | Count:    902 | Probability: 0.00001229152158776153
Symbol: -420 | Count:    191 | Probability: 0.00000260275013665460
Symbol:  314 | Count:    814 | Probability: 0.00001109234874993113
Symbol: -423 | Count:    353 | Probability: 0.00000481031831538783
Symbol:  270 | Count:    740 | Probability: 0.00001008395340902830
Symbol: -427 | Count:    520 | Probability: 0.00000708602131445232
Symbol:  268 | Count:    609 | Probability: 0.00000829882111634897
Symbol: -425 | Count:   1060 | Probability: 0.00001444458191022973
Symbol:  258 | Count:   1082 | Probability: 0.00001474437511968733
Symbol: -431 | Count:    385 | Probability: 0.00000524638116550797
Symbol: -430 | Count:    423 | Probability: 0.00000576420580002564
Symbol:  277 | Count:    543 | Probability: 0.00000739944148797617
Symbol: -434 | Count:    399 | Probability: 0.00000543715866243553
Symbol: -432 | Count:    266 | Probability: 0.00000362477244162369
Symbol: -436 | Count:    171 | Probability: 0.00000233021085532951
Symbol:  278 | Count:    771 | Probability: 0.00001050638929508219
Symbol: -435 | Count:    488 | Probability: 0.00000664995846433218
Symbol:  265 | Count:    429 | Probability: 0.00000584596758442316
Symbol: -438 | Count:    473 | Probability: 0.00000644555400333836
Symbol:  267 | Count:    992 | Probability: 0.00001351794835372443
Symbol: -440 | Count:    236 | Probability: 0.00000321596351963605
Symbol:  285 | Count:    582 | Probability: 0.00000793089308656010
Symbol: -442 | Count:    392 | Probability: 0.00000534176991397175
Symbol: -446 | Count:    623 | Probability: 0.00000848959861327653
Symbol:  272 | Count:    885 | Probability: 0.00001205986319863520
Symbol: -445 | Count:    988 | Probability: 0.00001346344049745941
Symbol:  420 | Count:    475 | Probability: 0.00000647280793147087
Symbol: -449 | Count:   1112 | Probability: 0.00001515318404167496
Symbol:  344 | Count:    622 | Probability: 0.00000847597164921028
Symbol: -453 | Count:   1000 | Probability: 0.00001362696406625446
Symbol:  421 | Count:    281 | Probability: 0.00000382917690261750
Symbol: -450 | Count:    450 | Probability: 0.00000613213382981451
Symbol: -451 | Count:    612 | Probability: 0.00000833970200854773
Symbol: -444 | Count:    321 | Probability: 0.00000437425546526768
Symbol: -455 | Count:    413 | Probability: 0.00000562793615936309
Symbol:  345 | Count:    339 | Probability: 0.00000461954081846026
Symbol: -454 | Count:    511 | Probability: 0.00000696337863785603
Symbol:  428 | Count:    366 | Probability: 0.00000498746884824913
Symbol: -457 | Count:   1140 | Probability: 0.00001553473903553009
Symbol: -459 | Count:    649 | Probability: 0.00000884389967899915
Symbol:  429 | Count:    287 | Probability: 0.00000391093868701503
Symbol: -458 | Count:    417 | Probability: 0.00000568244401562811
Symbol:  416 | Count:    669 | Probability: 0.00000911643896032424
Symbol: -461 | Count:    869 | Probability: 0.00001184183177357513
Symbol: -465 | Count:    954 | Probability: 0.00001300012371920676
Symbol:  418 | Count:    527 | Probability: 0.00000718141006291610
Symbol: -463 | Count:    406 | Probability: 0.00000553254741089931
Symbol: -469 | Count:   1072 | Probability: 0.00001460810547902478
Symbol:  425 | Count:    206 | Probability: 0.00000280715459764842
Symbol: -470 | Count:    554 | Probability: 0.00000754933809270497
Symbol:  438 | Count:    549 | Probability: 0.00000748120327237370
Symbol: -467 | Count:    561 | Probability: 0.00000764472684116875
Symbol: -471 | Count:    489 | Probability: 0.00000666358542839843
Symbol: -473 | Count:   1097 | Probability: 0.00001494877958068115
Symbol:  445 | Count:    458 | Probability: 0.00000624114954234454
Symbol: -474 | Count:    383 | Probability: 0.00000521912723737546
Symbol:  432 | Count:    427 | Probability: 0.00000581871365629066
Symbol: -477 | Count:    962 | Probability: 0.00001310913943173679
Symbol: -475 | Count:    623 | Probability: 0.00000848959861327653
Symbol:  447 | Count:      8 | Probability: 0.00000010901571253004
Symbol: -476 | Count:    361 | Probability: 0.00000491933402791786
Symbol: -479 | Count:    391 | Probability: 0.00000532814294990549
Symbol: -482 | Count:    440 | Probability: 0.00000599586418915196
Symbol:  376 | Count:    419 | Probability: 0.00000570969794376062
Symbol: -485 | Count:   1078 | Probability: 0.00001468986726342231
Symbol:  327 | Count:    640 | Probability: 0.00000872125700240286
Symbol: -484 | Count:    186 | Probability: 0.00000253461531632333
Symbol:  435 | Count:    420 | Probability: 0.00000572332490782687
Symbol: -480 | Count:    109 | Probability: 0.00000148533908322174
Symbol:  377 | Count:    234 | Probability: 0.00000318870959150354
Symbol: -486 | Count:    587 | Probability: 0.00000799902790689137
Symbol:  378 | Count:    603 | Probability: 0.00000821705933195144
Symbol: -487 | Count:    500 | Probability: 0.00000681348203312723
Symbol:  334 | Count:    658 | Probability: 0.00000896654235559544
Symbol: -491 | Count:    735 | Probability: 0.00001001581858869703
Symbol: -490 | Count:    514 | Probability: 0.00000700425953005479
Symbol:  379 | Count:    555 | Probability: 0.00000756296505677123
Symbol: -488 | Count:    184 | Probability: 0.00000250736138819082
Symbol:  335 | Count:    384 | Probability: 0.00000523275420144171
Symbol: -492 | Count:    357 | Probability: 0.00000486482617165284
Symbol:  322 | Count:    672 | Probability: 0.00000915731985252300
Symbol: -495 | Count:    597 | Probability: 0.00000813529754755392
Symbol: -494 | Count:    647 | Probability: 0.00000881664575086664
Symbol:  323 | Count:    544 | Probability: 0.00000741306845204243
Symbol: -496 | Count:    352 | Probability: 0.00000479669135132157
Symbol: -498 | Count:    624 | Probability: 0.00000850322557734279
Symbol:  329 | Count:    318 | Probability: 0.00000433337457306892
Symbol: -502 | Count:    858 | Probability: 0.00001169193516884633
Symbol: -500 | Count:    294 | Probability: 0.00000400632743547881
Symbol:  348 | Count:    528 | Probability: 0.00000719503702698236
Symbol: -505 | Count:   1372 | Probability: 0.00001869619469890112
Symbol:  330 | Count:    782 | Probability: 0.00001065628589981099
Symbol: -503 | Count:    657 | Probability: 0.00000895291539152918
Symbol:  417 | Count:    194 | Probability: 0.00000264363102885337
Symbol: -462 | Count:    542 | Probability: 0.00000738581452390992
Symbol:  431 | Count:    306 | Probability: 0.00000416985100427387
Symbol: -460 | Count:    311 | Probability: 0.00000423798582460514
Symbol: -456 | Count:    176 | Probability: 0.00000239834567566079
Symbol:  423 | Count:    389 | Probability: 0.00000530088902177299
Symbol: -452 | Count:    169 | Probability: 0.00000230295692719700
Symbol:  271 | Count:    442 | Probability: 0.00000602311811728447
Symbol: -428 | Count:    300 | Probability: 0.00000408808921987634
Symbol: -426 | Count:    343 | Probability: 0.00000467404867472528
Symbol:  315 | Count:    766 | Probability: 0.00001043825447475092
Symbol: -424 | Count:    149 | Probability: 0.00000203041764587191
Symbol: -418 | Count:    387 | Probability: 0.00000527363509364048
Symbol: -422 | Count:    499 | Probability: 0.00000679985506906098
Symbol:  249 | Count:    527 | Probability: 0.00000718141006291610
Symbol: -415 | Count:    268 | Probability: 0.00000365202636975620
Symbol:  363 | Count:    704 | Probability: 0.00000959338270264314
Symbol: -408 | Count:    242 | Probability: 0.00000329772530403358
Symbol:  373 | Count:    352 | Probability: 0.00000479669135132157
Symbol: -402 | Count:    286 | Probability: 0.00000389731172294878
Symbol:  374 | Count:    449 | Probability: 0.00000611850686574825
Symbol: -403 | Count:    397 | Probability: 0.00000540990473430302
Symbol:  367 | Count:    415 | Probability: 0.00000565519008749560
Symbol: -396 | Count:    240 | Probability: 0.00000327047137590107
Symbol:  281 | Count:    389 | Probability: 0.00000530088902177299
Symbol: -390 | Count:    419 | Probability: 0.00000570969794376062
Symbol: -392 | Count:    145 | Probability: 0.00000197590978960690
Symbol: -382 | Count:    400 | Probability: 0.00000545078562650179
Symbol: -378 | Count:    311 | Probability: 0.00000423798582460514
Symbol: -370 | Count:    281 | Probability: 0.00000382917690261750
Symbol: -373 | Count:    698 | Probability: 0.00000951162091824561
Symbol: -369 | Count:    528 | Probability: 0.00000719503702698236
Symbol: -362 | Count:    290 | Probability: 0.00000395181957921379
Symbol: -363 | Count:    432 | Probability: 0.00000588684847662193
Symbol: -359 | Count:    273 | Probability: 0.00000372016119008747
Symbol: -364 | Count:    280 | Probability: 0.00000381554993855125
Symbol: -350 | Count:    409 | Probability: 0.00000557342830309808
Symbol:  296 | Count:    789 | Probability: 0.00001075167464827477
Symbol: -341 | Count:    654 | Probability: 0.00000891203449933042
Symbol:  302 | Count:    698 | Probability: 0.00000951162091824561
Symbol: -331 | Count:    362 | Probability: 0.00000493296099198412
Symbol: -317 | Count:    550 | Probability: 0.00000749483023643995
Symbol: -316 | Count:    260 | Probability: 0.00000354301065722616
Symbol: -312 | Count:    268 | Probability: 0.00000365202636975620
Symbol: -287 | Count:    360 | Probability: 0.00000490570706385161
Symbol: -306 | Count:    361 | Probability: 0.00000491933402791786
Symbol: -304 | Count:    300 | Probability: 0.00000408808921987634
Symbol: -289 | Count:    587 | Probability: 0.00000799902790689137
Symbol: -286 | Count:    519 | Probability: 0.00000707239435038607
Symbol: -284 | Count:    370 | Probability: 0.00000504197670451415
Symbol: -278 | Count:    592 | Probability: 0.00000806716272722264
Symbol: -257 | Count:    452 | Probability: 0.00000615938775794702
Symbol: -250 | Count:    515 | Probability: 0.00000701788649412105
Symbol:  471 | Count:    735 | Probability: 0.00001001581858869703
Symbol: -245 | Count:   1085 | Probability: 0.00001478525601188609
Symbol: -234 | Count:    655 | Probability: 0.00000892566146339667
Symbol: -236 | Count:    536 | Probability: 0.00000730405273951239
Symbol:  310 | Count:    667 | Probability: 0.00000908918503219173
Symbol: -218 | Count:    709 | Probability: 0.00000966151752297441
Symbol:  304 | Count:    669 | Probability: 0.00000911643896032424
Symbol: -220 | Count:    629 | Probability: 0.00000857136039767406
Symbol:  294 | Count:    703 | Probability: 0.00000957975573857689
Symbol: -202 | Count:    903 | Probability: 0.00001230514855182778
Symbol: -203 | Count:   1088 | Probability: 0.00001482613690408486
Symbol: -199 | Count:    861 | Probability: 0.00001173281606104509
Symbol: -209 | Count:   1479 | Probability: 0.00002015427985399035
Symbol: -206 | Count:   1133 | Probability: 0.00001543935028706631
Symbol: -201 | Count:   2096 | Probability: 0.00002856211668286936
Symbol: -198 | Count:   1287 | Probability: 0.00001753790275326949
Symbol: -197 | Count:   2024 | Probability: 0.00002758097527009903
Symbol: -193 | Count:   1220 | Probability: 0.00001662489616083044
Symbol:  407 | Count:    615 | Probability: 0.00000838058290074649
Symbol: -181 | Count:   2684 | Probability: 0.00003657477155382698
Symbol: -182 | Count:   1763 | Probability: 0.00002402433764880662
Symbol: -184 | Count:   1158 | Probability: 0.00001578002438872267
Symbol:  485 | Count:    379 | Probability: 0.00000516461938111044
Symbol: -187 | Count:   1383 | Probability: 0.00001884609130362992
Symbol: -194 | Count:   1038 | Probability: 0.00001414478870077213
Symbol:  393 | Count:    227 | Probability: 0.00000309332084303976
Symbol: -175 | Count:   1372 | Probability: 0.00001869619469890112
Symbol:  405 | Count:    347 | Probability: 0.00000472855653099030
Symbol: -171 | Count:   2065 | Probability: 0.00002813968079681547
Symbol: -164 | Count:   1545 | Probability: 0.00002105365948236314
Symbol:  308 | Count:    765 | Probability: 0.00001042462751068466
Symbol: -224 | Count:    394 | Probability: 0.00000536902384210426
Symbol:  461 | Count:    446 | Probability: 0.00000607762597354949
Symbol: -227 | Count:    733 | Probability: 0.00000998856466056452
Symbol: -207 | Count:    794 | Probability: 0.00001081980946860604
Symbol:  288 | Count:    974 | Probability: 0.00001327266300053185
Symbol: -204 | Count:    797 | Probability: 0.00001086069036080481
Symbol:  290 | Count:    916 | Probability: 0.00001248229908468909
Symbol: -214 | Count:   1041 | Probability: 0.00001418566959297090
Symbol:  243 | Count:   1134 | Probability: 0.00001545297725113256
Symbol:  242 | Count:   1227 | Probability: 0.00001672028490929423
Symbol:  240 | Count:    932 | Probability: 0.00001270033050974916
Symbol:  244 | Count:   1084 | Probability: 0.00001477162904781984
Symbol:  248 | Count:    822 | Probability: 0.00001120136446246117
Symbol:  254 | Count:    518 | Probability: 0.00000705876738631981
Symbol:  250 | Count:   1168 | Probability: 0.00001591629402938521
Symbol:  246 | Count:    962 | Probability: 0.00001310913943173679
Symbol:  252 | Count:    727 | Probability: 0.00000990680287616699
Symbol:  253 | Count:    683 | Probability: 0.00000930721645725180
Symbol:  260 | Count:    888 | Probability: 0.00001210074409083396
Symbol:  256 | Count:   1111 | Probability: 0.00001513955707760871
Symbol:  266 | Count:    992 | Probability: 0.00001351794835372443
Symbol:  264 | Count:    867 | Probability: 0.00001181457784544262
Symbol:  261 | Count:    631 | Probability: 0.00000859861432580657
Symbol:  238 | Count:   1040 | Probability: 0.00001417204262890464
Symbol:  262 | Count:    808 | Probability: 0.00001101058696553361
Symbol:  274 | Count:    929 | Probability: 0.00001265944961755040
Symbol: -160 | Count:   1330 | Probability: 0.00001812386220811844
Symbol: -221 | Count:   1171 | Probability: 0.00001595717492158398
Symbol:  449 | Count:    253 | Probability: 0.00000344762190876238
Symbol: -231 | Count:    541 | Probability: 0.00000737218755984366
Symbol:  477 | Count:    439 | Probability: 0.00000598223722508571
Symbol: -243 | Count:    640 | Probability: 0.00000872125700240286
Symbol: -260 | Count:    304 | Probability: 0.00000414259707614136
Symbol:  469 | Count:    480 | Probability: 0.00000654094275180214
Symbol: -235 | Count:    686 | Probability: 0.00000934809734945056
Symbol: -259 | Count:    526 | Probability: 0.00000716778309884985
Symbol:  473 | Count:    272 | Probability: 0.00000370653422602121
Symbol: -255 | Count:    389 | Probability: 0.00000530088902177299
